uid,player_level,character,char_level,path,light_cone,light_cone_level,attack_lvl,skill_lvl,ultimate_lvl,talent_lvl,HP,ATK,DEF,SPD,CRIT Rate,CRIT DMG,DMG Boost,Outgoing Healing Boost,Energy Regeneration Rate,Effect RES,Effect Hit Rate,Break Effect,SPD sub,HP sub,ATK sub,DEF sub,CRIT Rate sub,CRIT DMG sub,Effect RES sub,Effect Hit Rate sub,Break Effect sub,Body,Feet,Sphere,Rope,relic,ornament
a1dbbfc0697311ee848b28c2dd2980ba,67,Seele,80,Quantum,In the Night,80.0,6,10,10,10,3358.686,3026.547,1122.801,144.332,77.98,127.784,10.0,0.0,0.0,35.856,7.776,6.48,4.3,23.76,4.32,9.72,14.58,53.784,35.856,7.776,6.48,CRIT Rate,SPD,ATK,ATK,Genius of Brilliant Stars,Rutilant Arena
a1dbbfc2697311eeaa4128c2dd2980ba,68,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,80.0,6,10,10,10,3792.36,3335.367,814.757,106.3,71.512,204.224,71.28,0.0,0.0,0.0,12.528,17.496,4.3,24.192,31.536,4.32,28.512,89.424,0.0,12.528,17.496,CRIT DMG,ATK,Imaginary DMG Boost,ATK,"Wastelander of Banditry Desert, Flex",Rutilant Arena
a1dbbfc2697311eeaa4128c2dd2980ba,68,Jing Yuan,80,Lightning,Before Dawn,80.0,2,10,10,10,3341.038,3494.743,1159.811,101.0,69.712,175.424,48.88,0.0,0.0,8.64,18.144,23.328,2.0,12.096,11.664,0.0,12.312,89.424,8.64,18.144,23.328,CRIT Rate,ATK,Lightning DMG Boost,ATK,"Band of Sizzling Thunder, Musketeer of Wild Wheat",Inert Salsotto
a1dbbfc2697311eeaa4128c2dd2980ba,68,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,80.0,2,9,10,8,2854.157,2075.546,874.153,144.132,65.812,104.432,56.88,0.0,19.439,15.552,88.24,0.0,12.1,0.0,27.648,0.0,20.412,54.432,15.552,30.24,0.0,CRIT Rate,SPD,Quantum DMG Boost,Energy Regeneration Rate,Genius of Brilliant Stars,Inert Salsotto
a1dbbfc2697311eeaa4128c2dd2980ba,68,Fu Xuan,80,Quantum,Texture of Memories,80.0,2,9,6,6,7974.071,1296.895,1409.321,145.432,51.24,61.664,0.0,0.0,0.0,70.56,4.32,0.0,20.4,23.328,0.0,14.04,27.54,11.664,34.56,4.32,0.0,HP,SPD,HP,HP,"Guard of Wuthering Snow, Longevous Disciple",Broken Keel
a1dbbfc4697311ee874928c2dd2980ba,69,Blade,80,Wind,The Unreachable Side,80.0,6,10,10,10,7433.376,1618.039,1026.459,99.3,64.06,197.744,38.88,0.0,0.0,16.912,20.736,16.848,2.3,4.32,7.344,23.22,21.06,82.944,6.912,20.736,16.848,CRIT DMG,HP,Wind DMG Boost,HP,Longevous Disciple,Inert Salsotto
a1dbbfc4697311ee874928c2dd2980ba,69,Luocha,80,Imaginary,Echoes of the Coffin,80.0,4,6,6,7,4654.234,2396.732,942.538,144.492,14.072,68.144,0.0,44.561,19.439,22.096,27.216,26.568,12.4,15.552,11.664,18.9,9.072,18.144,12.096,27.216,26.568,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Passerby of Wandering Cloud",Broken Keel
a1dbbfc4697311ee874928c2dd2980ba,69,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,80.0,6,10,10,10,3613.492,2558.317,867.531,134.232,70.864,175.064,71.28,0.0,0.0,15.552,10.8,29.808,7.2,16.416,19.008,14.04,27.864,60.264,15.552,10.8,29.808,CRIT DMG,SPD,Imaginary DMG Boost,ATK,Wastelander of Banditry Desert,Rutilant Arena
a1dbbfc4697311ee874928c2dd2980ba,69,Welt,80,Imaginary,In the Name of the World,80.0,5,9,9,8,3291.369,2459.193,1374.779,135.752,46.796,101.192,63.28,0.0,0.0,15.664,33.76,53.784,2.6,11.232,3.888,39.42,9.396,51.192,11.664,23.76,53.784,CRIT Rate,SPD,Imaginary DMG Boost,ATK,"Messenger Traversing Hackerspace, Wastelander of Banditry Desert",Pan-Cosmic Commercial Enterprise
a1dbbfc5697311ee886a28c2dd2980ba,68,Luocha,80,Imaginary,Perfect Timing,70.0,2,7,5,8,4390.853,2966.037,1235.569,126.032,16.34,50.0,0.0,0.0,0.0,69.2,23.76,0.0,0.0,3.456,0.0,53.46,11.34,0.0,43.2,23.76,0.0,ATK,SPD,HP,ATK,"Guard of Wuthering Snow, Musketeer of Wild Wheat",Broken Keel
a1dbbfc5697311ee886a28c2dd2980ba,68,Seele,80,Quantum,Cruising in the Stellar Sea,80.0,6,10,10,10,3136.898,2855.224,1152.565,140.032,70.148,140.096,48.88,0.0,0.0,15.12,3.888,23.976,0.0,15.12,42.768,24.84,8.748,66.096,15.12,3.888,23.976,CRIT Rate,SPD,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Inert Salsotto
a1dbbfc5697311ee886a28c2dd2980ba,68,Bronya,80,Wind,Past and Future,70.0,1,8,6,4,3048.77,1459.344,1006.619,126.972,10.508,164.072,14.221,0.0,3.11,39.008,3.456,34.992,2.6,11.664,11.232,5.4,5.508,25.272,19.008,3.456,34.992,CRIT DMG,SPD,Wind DMG Boost,Energy Regeneration Rate,Messenger Traversing Hackerspace,Broken Keel
a1dbbfc5697311ee886a28c2dd2980ba,68,Blade,80,Wind,A Secret Vow,80.0,6,10,10,10,6294.354,1635.816,1097.071,97.0,71.656,121.28,38.88,0.0,0.0,25.984,14.688,10.368,0.0,3.456,23.76,30.24,14.256,71.28,15.984,14.688,10.368,CRIT Rate,HP,Wind DMG Boost,HP,Longevous Disciple,Rutilant Arena
a1dbe60c697311eea18328c2dd2980ba,68,Welt,80,Imaginary,Good Night and Sleep Well,80.0,6,10,10,10,3276.972,1913.736,1075.092,131.332,66.884,61.016,63.28,0.0,19.439,32.896,25.984,42.12,4.3,19.872,12.528,18.9,29.484,11.016,22.896,15.984,42.12,CRIT Rate,SPD,Imaginary DMG Boost,Energy Regeneration Rate,"Wastelander of Banditry Desert, Flex",Pan-Cosmic Commercial Enterprise
a1dbe60c697311eea18328c2dd2980ba,68,Himeko,50,Fire,Geniuses' Repose,40.0,1,3,2,3,1078.11,983.569,466.845,96.0,8.24,56.48,13.2,0.0,0.0,3.888,3.456,0.0,0.0,4.32,0.0,0.0,3.24,6.48,3.888,3.456,0.0,,ATK,,,Firesmith of Lava-Forging,
a1dbe60c697311eea18328c2dd2980ba,68,Bronya,80,Wind,Past and Future,80.0,2,10,10,10,3477.829,1604.796,1639.814,130.332,13.424,221.096,11.2,0.0,19.439,24.688,11.232,5.832,6.3,20.736,12.096,18.36,8.424,82.296,14.688,11.232,5.832,CRIT DMG,SPD,DEF,Energy Regeneration Rate,"Musketeer of Wild Wheat, Flex",
a1dbe60c697311eea18328c2dd2980ba,68,Seele,80,Quantum,Cruising in the Stellar Sea,80.0,6,10,10,10,3045.318,3017.86,1146.052,119.9,65.936,209.432,48.88,0.0,0.0,11.232,10.8,0.0,4.9,24.192,11.664,14.58,36.936,70.632,11.232,10.8,0.0,CRIT DMG,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Inert Salsotto
a1dbe60d697311eea46228c2dd2980ba,69,Seele,80,Quantum,In the Night,80.0,7,12,12,12,2809.703,3094.318,1069.948,140.032,84.572,125.192,48.88,0.0,0.0,15.984,7.776,12.312,0.0,0.0,29.808,0.0,17.172,51.192,15.984,7.776,12.312,CRIT Rate,SPD,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Space Sealing Station
a1dbe60d697311eea46228c2dd2980ba,69,Luocha,80,Imaginary,Echoes of the Coffin,80.0,7,12,12,12,4868.827,3681.059,1086.991,139.932,11.156,79.808,0.0,44.561,0.0,8.208,15.552,5.832,16.7,0.0,31.536,25.38,6.156,29.808,8.208,15.552,5.832,Outgoing Healing Boost,SPD,HP,ATK,Passerby of Wandering Cloud,Fleet of the Ageless
a1dbe60d697311eea46228c2dd2980ba,69,Silver Wolf,80,Quantum,Incessant Rain,80.0,7,12,12,12,3047.569,2980.284,1335.272,136.632,48.416,77.864,56.88,0.0,0.0,10.8,73.984,11.664,4.6,7.776,26.352,38.34,11.016,27.864,10.8,15.984,11.664,CRIT Rate,SPD,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Space Sealing Station
a1dbe60d697311eea46228c2dd2980ba,69,Jing Yuan,80,Lightning,Before Dawn,80.0,7,12,12,12,3301.8,2844.102,1083.604,128.632,84.616,136.568,48.88,0.0,0.0,3.888,7.776,75.816,4.6,11.664,60.912,0.0,27.216,26.568,3.888,7.776,11.016,CRIT Rate,SPD,Lightning DMG Boost,Break Effect,Band of Sizzling Thunder,Inert Salsotto
a1dbe60e697311eeae4128c2dd2980ba,68,Blade,80,Wind,The Unreachable Side,80.0,7,12,12,12,8336.737,1661.796,974.217,99.6,64.06,187.376,38.88,0.0,0.0,25.984,0.0,6.48,2.6,43.2,11.232,5.4,21.06,72.576,15.984,0.0,6.48,CRIT DMG,HP,Wind DMG Boost,HP,Longevous Disciple,Inert Salsotto
a1dbe60e697311eeae4128c2dd2980ba,68,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,80.0,6,10,10,10,3767.376,3067.168,949.963,108.0,71.512,154.976,71.28,0.0,0.0,8.208,0.0,37.584,6.0,16.848,15.552,14.58,28.512,40.176,8.208,0.0,37.584,CRIT DMG,ATK,Imaginary DMG Boost,ATK,Wastelander of Banditry Desert,Rutilant Arena
a1dbe60e697311eeae4128c2dd2980ba,68,Seele,80,Quantum,Cruising in the Stellar Sea,80.0,4,9,9,7,2905.069,3404.695,1211.537,115.0,65.388,114.824,48.88,0.0,0.0,14.688,22.896,6.48,0.0,8.208,23.328,34.02,11.988,40.824,14.688,22.896,6.48,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Space Sealing Station
a1dbe60e697311eeae4128c2dd2980ba,68,Luocha,80,Imaginary,Time Waits for No One,80.0,4,10,7,10,4318.007,3519.584,1115.952,141.732,18.997,83.048,0.0,45.003,0.0,12.096,8.64,27.475,15.7,10.8,11.664,24.84,13.997,33.048,12.096,8.64,27.475,Outgoing Healing Boost,SPD,ATK,ATK,"Musketeer of Wild Wheat, Passerby of Wandering Cloud",Space Sealing Station
a1dbe613697311ee9f5828c2dd2980ba,68,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,80.0,6,9,10,10,3759.259,3119.265,1062.994,102.0,72.484,184.136,71.28,0.0,0.0,8.208,3.888,18.144,0.0,19.44,7.776,29.16,29.484,69.336,8.208,3.888,18.144,CRIT DMG,ATK,Imaginary DMG Boost,ATK,"Musketeer of Wild Wheat, Wastelander of Banditry Desert",Rutilant Arena
a1dbe613697311ee9f5828c2dd2980ba,68,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,80.0,4,8,8,7,4275.184,1858.373,1034.431,144.132,16.664,55.184,18.0,0.0,0.0,3.888,140.512,102.832,12.1,35.856,11.232,19.98,11.664,5.184,3.888,39.312,22.032,Effect Hit Rate,SPD,HP,Break Effect,"Genius of Brilliant Stars, Thief of Shooting Meteor",Fleet of the Ageless
a1dbe613697311ee9f5828c2dd2980ba,68,Fu Xuan,80,Quantum,She Already Shut Her Eyes,80.0,2,8,4,8,8427.885,1489.083,1754.767,132.532,23.7,50.0,0.0,0.0,31.439,32.896,19.44,32.4,7.5,28.944,23.76,49.68,0.0,0.0,22.896,19.44,32.4,HP,SPD,HP,Energy Regeneration Rate,"Guard of Wuthering Snow, Longevous Disciple",Fleet of the Ageless
a1dbe613697311ee9f5828c2dd2980ba,68,Seele,80,Quantum,Cruising in the Stellar Sea,80.0,6,10,10,10,2983.538,3237.651,1135.63,117.3,88.292,148.52,48.88,0.0,0.0,3.888,3.456,12.96,2.3,10.8,23.76,24.84,26.892,74.52,3.888,3.456,12.96,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Inert Salsotto
a1dbe61b697311eea1ee28c2dd2980ba,68,Blade,80,Wind,The Unreachable Side,80.0,6,8,9,8,7163.182,1691.991,990.238,111.3,60.496,202.928,38.88,0.0,0.0,13.456,8.208,16.848,14.3,0.0,15.984,9.18,17.496,88.128,3.456,8.208,16.848,CRIT DMG,HP,Wind DMG Boost,HP,Longevous Disciple,Rutilant Arena
a1dbe61b697311eea1ee28c2dd2980ba,68,Seele,80,Quantum,Cruising in the Stellar Sea,80.0,6,9,10,9,2968.576,2958.704,1065.449,124.2,86.996,146.576,48.88,0.0,0.0,14.688,3.888,16.848,9.2,8.208,16.416,4.32,25.596,72.576,14.688,3.888,16.848,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
a1dbe61b697311eea1ee28c2dd2980ba,68,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Brighter Than the Sun,70.0,6,8,7,8,3553.493,2992.587,1007.008,108.12,55.52,165.992,54.88,0.0,0.0,0.0,6.912,21.384,0.0,14.688,12.528,24.84,17.82,51.192,0.0,6.912,21.384,CRIT DMG,ATK,Imaginary DMG Boost,ATK,Musketeer of Wild Wheat,Rutilant Arena
a1dbe61b697311eea1ee28c2dd2980ba,68,Bronya,80,Wind,Past and Future,70.0,2,7,7,6,4104.649,1718.71,1058.924,138.432,11.156,201.748,6.4,0.0,19.439,14.0,0.0,18.144,14.4,15.552,26.352,21.06,6.156,81.648,0.0,0.0,18.144,CRIT DMG,SPD,HP,Energy Regeneration Rate,"Musketeer of Wild Wheat, Flex",Broken Keel
a1dbe61d697311eebae028c2dd2980ba,68,Yanqing,80,Ice,Only Silence Remains,80.0,5,10,9,9,2921.544,3301.648,1027.951,111.6,32.764,181.544,56.88,0.0,0.0,19.44,0.0,0.0,2.6,0.0,19.872,28.08,19.764,66.744,19.44,0.0,0.0,CRIT DMG,ATK,Ice DMG Boost,ATK,Hunter of Glacial Forest,Inert Salsotto
a1dbe61d697311eebae028c2dd2980ba,68,Kafka,80,Lightning,Good Night and Sleep Well,80.0,5,8,10,8,3082.978,3903.668,832.785,109.2,24.764,55.184,48.88,0.0,0.0,8.208,46.08,44.712,9.2,8.64,21.6,0.0,19.764,5.184,8.208,28.08,44.712,ATK,ATK,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Space Sealing Station
a1dbe61d697311eebae028c2dd2980ba,68,Fu Xuan,80,Quantum,She Already Shut Her Eyes,80.0,4,9,8,8,8439.81,1276.391,1232.951,107.8,26.824,55.184,0.0,0.0,31.439,33.328,7.344,31.104,7.8,7.776,19.44,0.0,8.424,5.184,23.328,7.344,31.104,HP,HP,HP,Energy Regeneration Rate,"Guard of Wuthering Snow, Longevous Disciple",Fleet of the Ageless
a1dbe61d697311eebae028c2dd2980ba,68,Asta,70,Fire,"Carve the Moon, Weave the Clouds",80.0,6,9,9,12,3179.074,1679.414,1147.849,135.032,48.524,87.584,54.88,0.0,24.439,0.0,11.664,38.48,4.0,15.552,27.648,28.08,8.424,37.584,0.0,11.664,6.48,CRIT Rate,SPD,Fire DMG Boost,Energy Regeneration Rate,Thief of Shooting Meteor,Sprightly Vonwacq
a1dbe61e697311ee98fe28c2dd2980ba,68,Himeko,80,Fire,Before Dawn,80.0,5,10,10,10,3354.59,3409.013,1124.574,96.0,33.512,215.4,71.28,0.0,0.0,15.664,12.096,16.848,0.0,23.76,19.44,15.12,28.512,48.6,11.664,12.096,16.848,CRIT DMG,ATK,Fire DMG Boost,ATK,Firesmith of Lava-Forging,Celestial Differentiator
a1dbe61e697311ee98fe28c2dd2980ba,68,Clara,80,Physical,The Unreachable Side,80.0,4,7,8,8,4194.556,3291.671,977.31,92.3,76.684,133.592,63.28,0.0,0.0,23.76,19.872,11.664,2.3,11.232,4.32,15.12,45.684,18.792,23.76,19.872,11.664,CRIT DMG,ATK,Physical DMG Boost,ATK,Champion of Streetwise Boxing,Inert Salsotto
a1dbe61e697311ee98fe28c2dd2980ba,68,Kafka,80,Lightning,Patience Is All You Need,80.0,4,10,10,7,3086.765,3744.745,1039.915,129.332,24.44,66.848,48.88,0.0,0.0,8.208,30.096,29.16,4.3,3.456,22.896,4.32,19.44,16.848,8.208,12.096,29.16,ATK,SPD,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Space Sealing Station
a1dbe61e697311ee98fe28c2dd2980ba,68,Seele,80,Quantum,Cruising in the Stellar Sea,80.0,4,9,8,7,2746.201,3240.785,1241.011,115.0,70.472,136.208,48.88,0.0,0.0,7.344,11.664,42.768,0.0,0.0,27.648,23.76,9.072,62.208,7.344,11.664,42.768,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
a1dbe622697311ee89af28c2dd2980ba,68,Kafka,80,Lightning,Fermata,80.0,5,10,10,10,3286.322,3599.059,815.85,125.032,25.088,84.344,48.88,0.0,0.0,23.76,28.144,55.976,0.0,14.688,43.2,0.0,20.088,34.344,23.76,18.144,23.976,ATK,SPD,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Space Sealing Station
a1dbe622697311ee89af28c2dd2980ba,68,Welt,80,Imaginary,Fermata,1.0,5,8,9,9,2621.298,1614.404,752.116,106.3,34.808,61.664,63.28,0.0,0.0,15.232,57.088,21.184,4.3,14.688,12.96,32.94,29.808,11.664,11.232,3.888,5.184,Effect Hit Rate,HP,Imaginary DMG Boost,ATK,Wastelander of Banditry Desert,Pan-Cosmic Commercial Enterprise
a1dbe622697311ee89af28c2dd2980ba,68,Tingyun,80,Lightning,Planetary Rendezvous,80.0,4,10,11,9,3226.15,2275.909,1038.386,158.752,18.932,78.512,42.08,0.0,19.439,25.92,7.776,5.832,15.0,20.304,14.688,19.44,13.932,28.512,25.92,7.776,5.832,ATK,SPD,Lightning DMG Boost,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Musketeer of Wild Wheat",Fleet of the Ageless
a1dbe622697311ee89af28c2dd2980ba,68,Seele,80,Quantum,In the Night,80.0,6,10,10,10,3076.818,3691.017,1209.987,127.6,71.824,134.912,10.0,0.0,0.0,7.344,11.232,16.848,12.6,15.552,10.8,20.52,8.424,60.912,7.344,11.232,16.848,CRIT Rate,ATK,ATK,ATK,Genius of Brilliant Stars,Inert Salsotto
a1dbe624697311eea77b28c2dd2980ba,68,Seele,80,Quantum,In the Night,80.0,6,10,10,10,2927.481,3068.795,1362.229,115.0,83.164,150.464,48.88,0.0,0.0,19.008,19.008,11.664,0.0,11.664,7.776,44.82,19.764,76.464,19.008,19.008,11.664,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
a1dbe624697311eea77b28c2dd2980ba,68,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,70.0,3,9,10,9,3679.556,1765.977,983.099,141.532,20.876,79.808,52.08,0.0,5.0,19.44,128.848,23.976,9.5,3.888,7.776,24.84,15.876,29.808,19.44,27.648,23.976,Effect Hit Rate,SPD,Quantum DMG Boost,HP,Genius of Brilliant Stars,Sprightly Vonwacq
a1dbe624697311eea77b28c2dd2980ba,68,Bronya,80,Wind,But the Battle Isn't Over,70.0,1,7,8,3,3381.432,1582.545,1196.83,129.972,10.832,201.008,46.88,0.0,29.439,32.528,14.688,59.616,0.0,15.552,7.776,24.84,5.832,62.208,12.528,14.688,59.616,CRIT DMG,SPD,Wind DMG Boost,Energy Regeneration Rate,Messenger Traversing Hackerspace,Broken Keel
a1dbe624697311eea77b28c2dd2980ba,68,Fu Xuan,80,Quantum,She Already Shut Her Eyes,80.0,1,10,9,10,8206.057,1358.588,1443.123,125.032,32.008,90.176,0.0,0.0,31.439,62.768,15.984,0.0,0.0,30.24,4.32,19.44,13.608,40.176,42.768,15.984,0.0,HP,SPD,HP,Energy Regeneration Rate,"Guard of Wuthering Snow, Longevous Disciple",Broken Keel
a1dbe635697311ee8d4128c2dd2980ba,68,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,On the Fall of an Aeon,80.0,6,9,8,9,3207.944,2862.735,925.693,106.6,84.176,121.928,64.88,0.0,0.0,31.536,0.0,11.664,4.6,0.0,0.0,9.72,32.076,71.928,31.536,0.0,11.664,CRIT Rate,ATK,Imaginary DMG Boost,ATK,"Musketeer of Wild Wheat, Wastelander of Banditry Desert",Rutilant Arena
a1dbe635697311ee8d4128c2dd2980ba,68,Sushang,70,Physical,Cruising in the Stellar Sea,80.0,4,8,10,9,1879.738,1307.365,893.721,132.032,41.736,60.368,38.88,0.0,0.0,0.0,0.0,23.976,0.0,0.0,3.888,0.0,20.736,10.368,0.0,0.0,23.976,,SPD,Physical DMG Boost,,,
a1dbe635697311ee8d4128c2dd2980ba,68,Seele,80,Quantum,In the Night,80.0,5,9,9,8,3013.44,2555.925,1150.483,149.232,75.488,137.504,48.88,0.0,0.0,10.8,27.648,15.552,9.2,15.984,0.0,19.98,20.088,63.504,10.8,27.648,15.552,CRIT Rate,SPD,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Space Sealing Station
a1dbe638697311eeb0d128c2dd2980ba,68,Kafka,80,Lightning,Patience Is All You Need,80.0,7,12,12,12,3990.895,3843.87,1193.91,131.632,11.48,72.68,48.88,0.0,0.0,3.888,41.328,0.0,6.6,35.856,42.336,25.92,6.48,22.68,3.888,23.328,0.0,ATK,SPD,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Space Sealing Station
a1dbe638697311eeb0d128c2dd2980ba,68,Seele,80,Quantum,In the Night,80.0,5,10,10,10,2810.859,3372.04,1135.896,115.0,67.936,210.728,48.88,0.0,0.0,7.344,8.64,18.144,0.0,3.888,28.08,20.52,36.936,71.928,7.344,8.64,18.144,CRIT DMG,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Inert Salsotto
a1dbe638697311eeb0d128c2dd2980ba,68,Serval,80,Lightning,Night on the Milky Way,76.0,5,11,11,11,3024.525,3038.903,938.889,108.6,61.508,204.872,48.88,0.0,0.0,8.208,7.888,12.96,4.6,7.344,19.008,17.82,29.808,90.072,8.208,3.888,12.96,CRIT DMG,ATK,Lightning DMG Boost,ATK,"Band of Sizzling Thunder, Musketeer of Wild Wheat",Inert Salsotto
a1dbe638697311eeb0d128c2dd2980ba,68,Silver Wolf,80,Quantum,Incessant Rain,80.0,2,10,9,9,3294.947,2677.156,1002.219,136.332,45.4,116.744,52.08,0.0,19.439,0.0,41.776,11.016,4.3,17.712,10.8,0.0,32.4,66.744,0.0,7.776,11.016,ATK,SPD,Quantum DMG Boost,Energy Regeneration Rate,Genius of Brilliant Stars,Inert Salsotto
a1dbe644697311ee91e728c2dd2980ba,67,Fu Xuan,80,Quantum,We Are Wildfire,76.0,1,9,1,9,7347.744,1680.988,1270.27,135.332,11.7,55.832,0.0,0.0,0.0,33.76,12.096,6.48,10.3,35.424,34.992,9.18,0.0,5.832,23.76,12.096,6.48,HP,SPD,HP,HP,Guard of Wuthering Snow,Fleet of the Ageless
a1dbe644697311ee91e728c2dd2980ba,67,Kafka,80,Lightning,Good Night and Sleep Well,80.0,1,9,9,2,2991.444,3678.453,1055.807,146.532,17.96,55.184,48.88,0.0,0.0,4.32,10.0,0.0,21.5,12.096,46.224,15.66,12.96,5.184,4.32,0.0,0.0,ATK,SPD,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Space Sealing Station
a1dbe644697311ee91e728c2dd2980ba,67,Seele,80,Quantum,Cruising in the Stellar Sea,80.0,6,9,9,8,2957.806,3008.573,1111.256,115.0,75.656,164.072,48.88,0.0,0.0,15.984,15.12,5.184,0.0,11.232,11.232,19.98,14.256,90.072,15.984,15.12,5.184,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Inert Salsotto
a1dbe648697311ee962928c2dd2980ba,65,Jing Yuan,80,Lightning,Before Dawn,80.0,6,10,10,10,3714.071,3453.063,1179.998,112.8,54.484,174.128,48.88,0.0,0.0,0.0,4.32,11.016,13.8,26.784,15.12,9.72,29.484,23.328,0.0,4.32,11.016,CRIT DMG,ATK,Lightning DMG Boost,ATK,Band of Sizzling Thunder,Rutilant Arena
a1dbe648697311ee962928c2dd2980ba,65,Luocha,80,Imaginary,Perfect Timing,80.0,4,10,10,10,3862.6,3912.848,1111.765,107.06,23.144,75.272,0.0,34.561,0.0,46.464,7.344,29.808,0.0,11.232,14.688,28.08,18.144,25.272,22.464,7.344,29.808,Outgoing Healing Boost,ATK,ATK,ATK,Musketeer of Wild Wheat,Space Sealing Station
a1dbe648697311ee962928c2dd2980ba,65,Blade,80,Wind,The Unreachable Side,80.0,6,10,10,10,8518.603,1714.718,1074.921,110.5,57.904,162.752,0.0,0.0,0.0,26.416,0.0,38.88,13.5,8.208,11.232,29.16,14.904,47.952,16.416,0.0,38.88,CRIT DMG,HP,HP,HP,Longevous Disciple,Rutilant Arena
a1dbe64a697311ee9c3928c2dd2980ba,68,Seele,80,Quantum,Cruising in the Stellar Sea,80.0,6,10,10,10,2631.89,3060.817,1059.063,123.9,72.416,173.144,48.88,0.0,0.0,27.648,8.208,12.312,8.9,0.0,8.64,9.18,43.416,34.344,27.648,8.208,12.312,CRIT DMG,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
a1dbe64a697311ee9c3928c2dd2980ba,68,Clara,80,Physical,Something Irreplaceable,80.0,4,8,8,8,3547.058,3396.944,1010.597,90.0,60.045,100.544,53.28,0.0,19.439,8.208,15.12,23.328,0.0,0.0,27.648,10.26,20.088,50.544,8.208,15.12,23.328,CRIT Rate,ATK,Physical DMG Boost,Energy Regeneration Rate,Guard of Wuthering Snow,Inert Salsotto
a1dbe64a697311ee9c3928c2dd2980ba,68,Fu Xuan,80,Quantum,Texture of Memories,80.0,5,8,8,10,8235.419,1391.341,1532.701,137.732,26.824,55.184,0.0,10.0,0.0,64.016,15.12,10.368,12.7,30.24,12.528,33.48,8.424,5.184,38.016,15.12,10.368,HP,SPD,HP,HP,"Longevous Disciple, Passerby of Wandering Cloud",Fleet of the Ageless
a1dbe64a697311ee9c3928c2dd2980ba,68,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,80.0,4,9,9,9,2956.065,2494.904,1077.79,132.032,42.908,96.008,50.348,0.0,0.0,4.32,110.336,27.216,0.0,11.232,16.848,33.48,5.508,46.008,4.32,42.336,27.216,CRIT Rate,SPD,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Pan-Cosmic Commercial Enterprise
a1dbe64e697311eebede28c2dd2980ba,68,Fu Xuan,80,Quantum,She Already Shut Her Eyes,80.0,4,10,6,9,8927.66,1404.828,1796.955,131.932,30.388,50.0,0.0,0.0,12.0,54.992,0.0,17.496,6.9,12.096,11.664,44.82,11.988,0.0,34.992,0.0,17.496,HP,SPD,HP,HP,"Guard of Wuthering Snow, Longevous Disciple",Broken Keel
a1dbe64e697311eebede28c2dd2980ba,68,Blade,80,Wind,The Unreachable Side,80.0,6,10,10,9,7875.242,1752.752,837.019,101.6,51.424,221.072,38.88,0.0,0.0,22.528,12.096,6.48,4.6,24.192,15.552,0.0,8.424,106.272,12.528,12.096,6.48,CRIT DMG,HP,Wind DMG Boost,HP,Longevous Disciple,Inert Salsotto
a1dbe64e697311eebede28c2dd2980ba,68,Bronya,80,Wind,But the Battle Isn't Over,80.0,4,10,8,6,4544.641,1705.372,1055.933,135.172,13.424,184.9,6.4,0.0,34.439,8.32,3.456,43.416,5.2,7.776,11.232,0.0,8.424,64.8,4.32,3.456,43.416,CRIT DMG,SPD,HP,Energy Regeneration Rate,Messenger Traversing Hackerspace,Sprightly Vonwacq
