uid,player_level,character,char_level,path,light_cone,light_cone_level,attack_lvl,skill_lvl,ultimate_lvl,talent_lvl,HP,ATK,DEF,SPD,CRIT Rate,CRIT DMG,DMG Boost,Outgoing Healing Boost,Energy Regeneration Rate,Effect RES,Effect Hit Rate,Break Effect,relic,ornament
05aa6300219f11ee97ee28c2dd2980ba,62,Bronya,79,Harmony,But the Battle Isn't Over,80.0,4,6,6,6,3525.574,1608.163,1527.903,125.166,7.333,131.417,11.2,0.0,14.0,20.33,10.022,11.664,Musketeer of Wild Wheat,Fleet of the Ageless
05aa6300219f11ee97ee28c2dd2980ba,62,Natasha,70,Abundance,Post-Op Conversation,70.0,5,8,8,8,4972.415,1275.567,1087.018,134.112,5.0,55.832,0.0,0.0,16.0,16.653,23.674,9.331,Musketeer of Wild Wheat,Fleet of the Ageless
05aa6300219f11ee97ee28c2dd2980ba,62,Tingyun,70,Harmony,"Carve the Moon, Weave the Clouds",80.0,5,8,8,8,2626.23,2206.987,1040.937,139.552,8.24,67.626,3.2,0.0,0.0,3.456,7.43,23.328,Musketeer of Wild Wheat,Fleet of the Ageless
05aa6300219f11ee97ee28c2dd2980ba,62,Seele,80,The Hunt,In the Night,80.0,7,12,12,12,2839.813,2987.856,1008.346,115.0,51.07,126.98,42.348,0.0,0.0,14.342,2.765,25.142,Genius of Brilliant Stars,Space Sealing Station
05aa6301219f11eeba9428c2dd2980ba,61,Jing Yuan,78,Erudition,Before Dawn,80.0,2,7,7,7,3019.53,3248.47,1150.348,107.7,61.777,137.322,48.88,0.0,0.0,12.528,17.107,5.184,Band of Sizzling Thunder,Space Sealing Station
05aa6301219f11eeba9428c2dd2980ba,61,March 7th,70,Preservation,Day One of My New Life,70.0,4,8,6,6,3244.571,1077.151,2535.929,129.226,5.0,61.664,6.4,0.0,0.0,7.456,14.429,32.659,Knight of Purity Palace,Fleet of the Ageless
05aa6301219f11eeba9428c2dd2980ba,61,Welt,70,Nihility,Before the Tutorial Mission Starts,60.0,2,4,4,4,2581.934,1880.529,962.053,133.332,29.948,60.368,45.548,0.0,0.0,3.888,58.576,50.344,"Thief of Shooting Meteor, Wastelander of Banditry Desert",Fleet of the Ageless
05aa6301219f11eeba9428c2dd2980ba,61,Dan Heng,50,The Hunt,Only Silence Remains,50.0,3,5,3,3,1573.677,1066.641,510.617,110.0,24.803,65.163,42.217,0.0,0.0,3.11,20.477,4.147,Eagle of Twilight Line,
05aa6302219f11eea8f728c2dd2980ba,56,Clara,70,Destruction,Something Irreplaceable,70.0,3,6,7,7,3861.716,2445.326,859.198,100.6,45.37,108.32,39.078,0.0,0.0,12.096,11.232,23.976,Champion of Streetwise Boxing,
05aa6302219f11eea8f728c2dd2980ba,56,Bronya,70,Harmony,Past and Future,70.0,3,7,5,4,2926.363,1513.732,971.082,104.6,16.081,158.391,6.4,0.0,0.0,11.664,7.085,19.699,Musketeer of Wild Wheat,Celestial Differentiator
05aa6302219f11eea8f728c2dd2980ba,56,Serval,70,Erudition,Geniuses' Repose,60.0,5,8,8,7,2208.773,1975.191,818.033,106.0,62.869,66.2,42.348,0.0,13.996,4.0,25.514,12.312,"Band of Sizzling Thunder, Musketeer of Wild Wheat",Inert Salsotto
05aa6302219f11eea8f728c2dd2980ba,56,Silver Wolf,70,Nihility,Before the Tutorial Mission Starts,60.0,2,5,5,4,2402.271,1597.901,751.344,132.446,15.886,103.136,22.485,0.0,0.0,3.456,97.568,10.368,Musketeer of Wild Wheat,Fleet of the Ageless
05aa6303219f11ee81b428c2dd2980ba,62,Silver Wolf,80,Nihility,Before the Tutorial Mission Starts,80.0,4,8,9,8,2879.56,2159.159,1070.704,130.432,10.508,61.664,46.88,0.0,0.0,0.0,97.693,144.104,Thief of Shooting Meteor,Space Sealing Station
05aa6303219f11ee81b428c2dd2980ba,62,Bailu,80,Abundance,Cornucopia,60.0,3,9,8,6,5867.877,1166.794,1026.747,124.032,16.016,56.48,0.0,10.0,0.0,27.76,2.765,0.0,Passerby of Wandering Cloud,Fleet of the Ageless
05aa6303219f11ee81b428c2dd2980ba,62,Clara,80,Destruction,On the Fall of an Aeon,80.0,3,6,7,8,3582.2,2932.288,1041.82,90.0,38.272,149.922,50.348,0.0,0.0,11.232,8.64,31.104,Champion of Streetwise Boxing,Inert Salsotto
05aa6303219f11ee81b428c2dd2980ba,62,Sushang,80,The Hunt,Swordplay,80.0,4,9,9,8,3223.074,2445.701,968.914,122.9,21.783,50.0,35.817,0.0,0.0,16.416,4.32,11.664,Champion of Streetwise Boxing,Space Sealing Station
05aa6304219f11eebbd028c2dd2980ba,63,Silver Wolf,80,Nihility,Incessant Rain,80.0,4,7,7,6,3223.295,2164.7,1125.137,129.832,40.316,67.496,50.348,0.0,19.439,11.664,64.896,46.008,Genius of Brilliant Stars,Fleet of the Ageless
05aa6304219f11eebbd028c2dd2980ba,63,Seele,80,The Hunt,Cruising in the Stellar Sea,80.0,3,9,9,8,2726.64,3182.394,981.463,130.1,64.597,108.344,38.88,0.0,0.0,26.352,3.456,36.806,Musketeer of Wild Wheat,Space Sealing Station
05aa6304219f11eebbd028c2dd2980ba,63,Jing Yuan,80,Erudition,Before Dawn,80.0,3,9,9,9,3235.806,3272.219,1145.856,103.6,77.488,109.328,48.88,0.0,0.0,25.056,34.992,0.0,Band of Sizzling Thunder,Inert Salsotto
05aa6304219f11eebbd028c2dd2980ba,63,Bronya,80,Harmony,But the Battle Isn't Over,80.0,3,7,7,4,4107.152,1817.794,1303.775,106.94,10.832,125.269,8.0,0.0,10.0,20.541,11.318,23.328,Musketeer of Wild Wheat,Fleet of the Ageless
05aa6305219f11ee9f2c28c2dd2980ba,64,Silver Wolf,80,Nihility,Incessant Rain,80.0,2,7,6,5,3561.405,2279.731,1193.771,136.332,46.148,67.496,50.348,0.0,19.439,12.096,53.456,24.624,"Genius of Brilliant Stars, Musketeer of Wild Wheat",Fleet of the Ageless
05aa6305219f11ee9f2c28c2dd2980ba,64,Seele,80,The Hunt,Only Silence Remains,70.0,5,7,8,7,3091.9,3298.617,813.503,121.9,41.512,150.464,48.88,0.0,0.0,12.528,8.208,5.184,Genius of Brilliant Stars,Inert Salsotto
05aa6305219f11ee9f2c28c2dd2980ba,64,Clara,80,Destruction,On the Fall of an Aeon,80.0,5,7,7,7,4091.417,3440.35,1224.925,97.2,54.472,89.528,63.28,0.0,0.0,0.0,8.64,22.68,Champion of Streetwise Boxing,Inert Salsotto
05aa6305219f11ee9f2c28c2dd2980ba,64,Jing Yuan,80,Erudition,Before Dawn,80.0,5,8,9,9,3455.643,3387.375,1169.785,124.032,45.866,181.256,10.0,0.0,0.0,22.896,10.368,23.328,Band of Sizzling Thunder,Inert Salsotto
05aa6306219f11ee8f5328c2dd2980ba,65,Seele,80,The Hunt,In the Night,80.0,4,10,10,10,3256.048,3141.549,1207.338,115.0,66.652,168.608,48.88,0.0,0.0,7.344,32.832,18.144,Genius of Brilliant Stars,Inert Salsotto
05aa6306219f11ee8f5328c2dd2980ba,65,Bronya,75,Harmony,But the Battle Isn't Over,80.0,4,10,9,6,3693.349,1729.948,1258.625,120.232,18.673,131.749,47.017,0.0,10.0,17.344,17.28,9.85,Eagle of Twilight Line,Fleet of the Ageless
05aa6306219f11ee8f5328c2dd2980ba,65,Clara,70,Destruction,The Moles Welcome You,50.0,1,3,3,6,2646.667,2168.337,650.292,98.3,74.171,50.0,56.88,0.0,0.0,14.688,0.0,33.048,Champion of Streetwise Boxing,Inert Salsotto
05aa6306219f11ee8f5328c2dd2980ba,65,Silver Wolf,80,Nihility,Incessant Rain,80.0,4,10,10,8,3401.224,2463.565,1283.722,140.032,40.705,50.0,18.0,0.0,19.439,10.8,61.232,27.216,"Genius of Brilliant Stars, Musketeer of Wild Wheat",Fleet of the Ageless
05aa6307219f11eebefc28c2dd2980ba,63,Seele,80,The Hunt,In the Night,80.0,7,12,12,12,3223.716,3111.245,1177.539,115.0,75.388,148.52,48.88,0.0,0.0,3.888,7.776,16.848,Genius of Brilliant Stars,Inert Salsotto
05aa6307219f11eebefc28c2dd2980ba,63,Jing Yuan,80,Erudition,Before Dawn,80.0,4,6,6,8,2958.723,2772.339,1160.551,136.132,70.814,114.642,30.653,0.0,0.0,10.973,17.798,5.184,Band of Sizzling Thunder,Inert Salsotto
05aa6307219f11eebefc28c2dd2980ba,63,Welt,80,Nihility,In the Name of the World,80.0,5,8,7,8,3202.228,2599.45,993.574,137.332,19.256,149.144,56.748,0.0,0.0,8.32,46.288,6.48,"Musketeer of Wild Wheat, Wastelander of Banditry Desert",Pan-Galactic Commercial Enterprise
05aa6308219f11eebbac28c2dd2980ba,63,Bailu,70,Abundance,Time Waits for No One,80.0,1,5,7,4,6316.592,1519.645,1191.713,112.7,11.156,56.48,0.0,44.948,0.0,27.76,11.232,27.864,Passerby of Wandering Cloud,Fleet of the Ageless
05aa6308219f11eebbac28c2dd2980ba,63,Silver Wolf,70,Nihility,Before the Tutorial Mission Starts,70.0,3,6,8,8,2696.639,1933.534,836.422,143.232,14.72,73.976,45.548,0.0,19.439,0.0,120.912,26.568,Genius of Brilliant Stars,Pan-Galactic Commercial Enterprise
05aa6308219f11eebbac28c2dd2980ba,63,Gepard,70,Preservation,Moment of Victory,80.0,1,3,7,3,3318.842,1526.458,4050.809,92.0,13.424,66.848,3.2,0.0,0.0,7.888,50.784,23.328,Knight of Purity Palace,Belobog of the Architects
05aa6309219f11eeb77428c2dd2980ba,63,Seele,80,The Hunt,In the Night,80.0,4,8,9,7,3362.016,3061.241,1203.654,115.0,80.024,102.512,48.88,0.0,0.0,11.664,3.888,12.312,Genius of Brilliant Stars,Fleet of the Ageless
05aa6309219f11eeb77428c2dd2980ba,63,Serval,74,Erudition,Night on the Milky Way,80.0,4,9,9,9,2513.727,1292.529,865.964,120.426,36.026,142.275,32.348,0.0,0.0,14.973,22.874,78.511,,
05aa6309219f11eeb77428c2dd2980ba,63,Himeko,70,Erudition,The Seriousness of Breakfast,60.0,2,7,7,6,2349.725,1962.238,852.952,111.126,10.508,61.664,48.348,0.0,0.0,18.576,7.344,19.829,Flex,Space Sealing Station
05aa630a219f11ee928f28c2dd2980ba,62,Gepard,80,Preservation,Moment of Victory,80.0,4,4,8,4,3182.494,1543.596,3941.875,117.032,16.016,90.824,11.2,0.0,19.439,10.0,59.856,17.496,Knight of Purity Palace,Belobog of the Architects
05aa630a219f11ee928f28c2dd2980ba,62,Yanqing,72,The Hunt,Return to Darkness,80.0,4,8,9,10,2826.603,3245.707,885.951,131.04,35.228,138.128,46.88,0.0,0.0,14.688,17.28,35.64,Musketeer of Wild Wheat,Space Sealing Station
05aa630a219f11ee928f28c2dd2980ba,62,Trailblazer,71,Preservation,Texture of Memories,70.0,5,8,8,10,2869.292,1717.929,3181.341,95.0,5.0,65.552,27.994,0.0,0.0,35.44,3.456,42.768,Knight of Purity Palace,Belobog of the Architects
05aa630b219f11ee82f928c2dd2980ba,61,Seele,80,The Hunt,Cruising in the Stellar Sea,80.0,5,7,8,7,2820.164,2644.755,1044.245,121.3,71.073,117.157,42.348,0.0,0.0,0.0,26.093,16.848,Genius of Brilliant Stars,Inert Salsotto
05aa630b219f11ee82f928c2dd2980ba,61,Bronya,70,Harmony,Past and Future,60.0,4,6,6,5,2515.989,1098.98,889.135,123.866,12.517,109.878,11.2,0.0,0.0,13.331,3.888,9.85,Musketeer of Wild Wheat,Fleet of the Ageless
05aa630b219f11ee82f928c2dd2980ba,61,Jing Yuan,79,Erudition,Today Is Another Peaceful Day,80.0,3,6,6,7,2851.628,1971.399,889.164,112.126,57.919,124.002,38.88,0.0,0.0,3.456,14.429,75.027,Thief of Shooting Meteor,Inert Salsotto
05aa630c219f11eebe7b28c2dd2980ba,61,Seele,80,The Hunt,In the Night,80.0,2,7,7,8,2895.662,2968.498,969.675,115.0,78.952,88.996,35.878,0.0,0.0,15.984,20.045,64.152,Genius of Brilliant Stars,Inert Salsotto
05aa630c219f11eebe7b28c2dd2980ba,61,Silver Wolf,70,Nihility,Before the Tutorial Mission Starts,70.0,1,5,5,4,2853.623,1637.041,926.668,136.332,49.777,90.176,10.0,0.0,16.174,10.368,77.216,5.832,Genius of Brilliant Stars,Pan-Galactic Commercial Enterprise
05aa630c219f11eebe7b28c2dd2980ba,61,Bronya,70,Harmony,But the Battle Isn't Over,70.0,1,6,6,4,3161.966,1416.898,1047.588,99.0,24.988,136.948,30.307,0.0,26.174,12.528,12.528,28.512,Eagle of Twilight Line,Inert Salsotto
05aa630d219f11eea3d928c2dd2980ba,60,Bailu,70,Abundance,Post-Op Conversation,70.0,2,3,3,3,4759.262,1544.153,900.037,133.612,13.424,77.864,0.0,28.754,24.174,4.32,15.552,6.48,Musketeer of Wild Wheat,Fleet of the Ageless
05aa630d219f11eea3d928c2dd2980ba,60,Trailblazer,70,Preservation,Moment of Victory,70.0,3,5,5,5,3195.892,1474.218,3120.709,113.726,7.592,76.309,0.0,0.0,0.0,14.688,43.008,44.323,Knight of Purity Palace,Belobog of the Architects
05aa630d219f11eea3d928c2dd2980ba,60,Natasha,70,Abundance,Cornucopia,70.0,2,4,2,2,3593.931,987.904,818.826,117.306,5.0,50.0,0.0,21.455,0.0,0.0,23.587,13.478,Musketeer of Wild Wheat,Fleet of the Ageless
05aa630d219f11eea3d928c2dd2980ba,60,Pela,70,Nihility,Good Night and Sleep Well,60.0,3,5,5,5,2358.85,1267.302,730.596,118.126,15.109,50.0,22.485,0.0,0.0,0.0,40.833,20.347,Musketeer of Wild Wheat,Fleet of the Ageless
05aa630e219f11eeae7728c2dd2980ba,61,Seele,80,The Hunt,Cruising in the Stellar Sea,80.0,3,8,8,8,3258.937,3232.949,1225.497,123.3,51.992,82.092,48.88,0.0,0.0,17.28,19.44,10.368,Genius of Brilliant Stars,Space Sealing Station
05aa630e219f11eeae7728c2dd2980ba,61,Bronya,73,Harmony,But the Battle Isn't Over,60.0,3,6,6,6,3253.551,1285.055,888.468,126.826,20.876,123.21,35.685,0.0,29.439,12.528,3.456,0.0,Eagle of Twilight Line,Fleet of the Ageless
05aa630e219f11eeae7728c2dd2980ba,61,Silver Wolf,70,Nihility,Before the Tutorial Mission Starts,70.0,2,4,7,4,2755.374,1536.132,784.21,134.132,28.328,68.144,25.817,0.0,16.174,0.0,83.398,48.2,Thief of Shooting Meteor,
05aa630e219f11eeae7728c2dd2980ba,61,Clara,60,Destruction,On the Fall of an Aeon,60.0,4,6,6,6,2713.086,2012.454,834.825,98.0,51.297,73.328,35.548,0.0,0.0,16.416,22.464,11.016,Musketeer of Wild Wheat,Inert Salsotto
05aa630f219f11ee816328c2dd2980ba,61,Seele,80,The Hunt,In the Night,80.0,4,8,8,8,3199.469,3446.873,1076.427,136.5,73.544,103.16,48.88,0.0,0.0,0.0,4.32,36.288,Genius of Brilliant Stars,Space Sealing Station
05aa630f219f11ee816328c2dd2980ba,61,Jing Yuan,80,Erudition,Before Dawn,80.0,1,8,8,8,3534.596,2667.688,1073.882,130.632,68.481,116.456,48.88,0.0,0.0,7.344,27.648,11.016,Band of Sizzling Thunder,Inert Salsotto
05aa630f219f11ee816328c2dd2980ba,61,Silver Wolf,72,Nihility,Before the Tutorial Mission Starts,70.0,4,8,8,8,2705.57,2235.203,914.031,142.752,56.416,75.272,35.548,0.0,0.0,16.416,93.2,17.496,Musketeer of Wild Wheat,Inert Salsotto
05aa630f219f11ee816328c2dd2980ba,61,Gepard,70,Preservation,Moment of Victory,80.0,4,6,8,6,3467.561,1360.949,3873.635,119.332,22.82,107.672,11.2,0.0,0.0,32.08,24.0,33.696,Knight of Purity Palace,Belobog of the Architects
05aa6310219f11ee80e828c2dd2980ba,61,Jing Yuan,80,Erudition,Before Dawn,80.0,1,8,6,8,3609.361,2661.952,1034.549,129.972,65.449,176.72,25.878,0.0,0.0,26.87,0.0,22.68,Musketeer of Wild Wheat,Inert Salsotto
05aa6310219f11ee80e828c2dd2980ba,61,Bronya,76,Harmony,But the Battle Isn't Over,60.0,1,3,4,2,3706.095,1302.767,1046.08,120.026,7.916,103.641,3.2,0.0,26.174,27.475,3.888,6.48,Band of Sizzling Thunder,Fleet of the Ageless
05aa6310219f11ee80e828c2dd2980ba,61,Seele,78,The Hunt,Cruising in the Stellar Sea,70.0,5,9,9,8,2622.748,2674.865,1007.163,121.6,48.721,142.299,42.348,0.0,0.0,6.566,3.888,11.664,Genius of Brilliant Stars,Space Sealing Station
05aa6310219f11ee80e828c2dd2980ba,61,Silver Wolf,70,Nihility,Before the Tutorial Mission Starts,70.0,1,5,5,5,2740.926,1295.231,882.638,135.032,16.34,60.498,19.285,0.0,0.0,3.888,88.669,55.08,Band of Sizzling Thunder,Fleet of the Ageless
05aa6311219f11ee80d528c2dd2980ba,62,Seele,80,The Hunt,In the Night,80.0,4,9,10,7,3523.805,3348.889,1238.594,119.0,54.82,180.92,48.88,0.0,0.0,8.208,0.0,0.0,Genius of Brilliant Stars,Inert Salsotto
05aa6311219f11ee80d528c2dd2980ba,62,Jing Yuan,80,Erudition,Before Dawn,80.0,3,7,10,10,3239.652,3578.05,1237.893,126.332,65.5,138.176,10.0,0.0,0.0,11.232,11.232,29.808,Band of Sizzling Thunder,Inert Salsotto
05aa6311219f11ee80d528c2dd2980ba,62,Tingyun,70,Harmony,"Carve the Moon, Weave the Clouds",80.0,3,10,10,9,3064.736,3417.64,1114.869,135.42,7.592,62.312,3.2,0.0,0.0,31.104,3.456,11.016,Musketeer of Wild Wheat,Space Sealing Station
05aa6311219f11ee80d528c2dd2980ba,62,Gepard,75,Preservation,Moment of Victory,80.0,2,3,8,3,4908.838,1450.995,4288.863,105.8,5.0,50.0,8.0,0.0,0.0,48.24,43.008,32.4,Knight of Purity Palace,Belobog of the Architects
05aa6312219f11eeb14928c2dd2980ba,60,Clara,75,Destruction,On the Fall of an Aeon,80.0,3,4,7,7,3361.354,3119.392,990.671,90.0,45.905,62.312,45.548,0.0,0.0,23.76,7.776,0.0,Champion of Streetwise Boxing,Inert Salsotto
05aa6312219f11eeb14928c2dd2980ba,60,Yanqing,68,The Hunt,River Flows in Spring,70.0,2,7,6,5,2226.84,2610.821,802.752,113.9,21.748,145.386,29.017,0.0,0.0,8.208,4.32,16.848,Musketeer of Wild Wheat,Inert Salsotto
05aa6312219f11eeb14928c2dd2980ba,60,Seele,80,The Hunt,Swordplay,80.0,3,7,8,5,2812.256,2788.799,831.575,119.6,41.512,160.5,35.817,0.0,0.0,12.096,7.776,11.664,Genius of Brilliant Stars,Inert Salsotto
05aa6312219f11eeb14928c2dd2980ba,60,Silver Wolf,79,Nihility,Before the Tutorial Mission Starts,70.0,1,6,6,5,2545.851,1483.243,1063.765,120.126,7.916,77.994,10.0,0.0,0.0,20.304,90.829,120.906,"Genius of Brilliant Stars, Thief of Shooting Meteor",Talia: Kingdom of Banditry
05aa6313219f11eea3d428c2dd2980ba,56,Jing Yuan,70,Erudition,Before Dawn,70.0,4,6,5,7,2698.156,2077.959,1063.245,124.032,37.52,134.989,48.88,0.0,0.0,7.776,14.256,34.992,Band of Sizzling Thunder,Inert Salsotto
05aa6313219f11eea3d428c2dd2980ba,56,Clara,70,Destruction,On the Fall of an Aeon,70.0,3,4,4,5,2685.863,1903.915,1247.966,109.832,32.708,62.312,13.2,0.0,0.0,25.747,18.662,10.368,Champion of Streetwise Boxing,Belobog of the Architects
05aa6313219f11eea3d428c2dd2980ba,56,Seele,70,The Hunt,Swordplay,70.0,3,4,5,5,2244.197,2284.266,804.082,136.9,11.48,60.484,27.994,0.0,0.0,5.875,11.232,20.347,Musketeer of Wild Wheat,Space Sealing Station
05aa6313219f11eea3d428c2dd2980ba,56,Silver Wolf,70,Nihility,Before the Tutorial Mission Starts,70.0,2,5,4,3,2282.878,1365.01,920.432,121.22,10.184,85.64,31.194,18.358,19.439,0.0,61.776,36.288,Musketeer of Wild Wheat,Pan-Galactic Commercial Enterprise
05aa6314219f11eead5628c2dd2980ba,61,Seele,80,The Hunt,Cruising in the Stellar Sea,80.0,4,8,8,7,2935.651,3036.851,1033.069,115.0,47.568,152.206,42.348,0.0,0.0,11.664,10.454,32.011,"Genius of Brilliant Stars, Musketeer of Wild Wheat",Space Sealing Station
05aa6314219f11eead5628c2dd2980ba,61,Jing Yuan,70,Erudition,The Seriousness of Breakfast,70.0,2,7,7,7,2605.516,2410.435,900.336,107.54,31.364,119.077,25.878,0.0,0.0,23.328,18.23,30.326,Musketeer of Wild Wheat,Inert Salsotto
05aa6314219f11eead5628c2dd2980ba,61,Silver Wolf,70,Nihility,Before the Tutorial Mission Starts,70.0,3,7,8,8,2608.099,2026.19,929.014,134.252,7.592,50.0,18.627,0.0,0.0,19.44,109.184,15.682,Musketeer of Wild Wheat,Fleet of the Ageless
05aa6315219f11eeaca028c2dd2980ba,65,Seele,80,The Hunt,Sleep Like the Dead,80.0,4,10,8,9,3150.975,3160.053,1018.517,132.5,43.556,122.276,48.88,0.0,0.0,25.92,15.12,5.832,Genius of Brilliant Stars,Space Sealing Station
05aa6315219f11eeaca028c2dd2980ba,65,Bronya,75,Harmony,But the Battle Isn't Over,70.0,4,8,6,6,3097.87,1680.925,971.921,106.2,8.24,140.412,51.371,0.0,33.351,33.76,42.336,18.144,Eagle of Twilight Line,Sprightly Vonwacq
05aa6315219f11eeaca028c2dd2980ba,65,Welt,75,Nihility,In the Name of the World,70.0,5,7,7,8,3447.636,2151.076,1016.707,111.8,36.652,70.736,56.88,0.0,19.439,23.44,55.728,11.016,Wastelander of Banditry Desert,Inert Salsotto
05aa6315219f11eeaca028c2dd2980ba,65,Clara,70,Destruction,A Secret Vow,70.0,3,6,6,7,3206.856,2377.373,802.139,94.6,34.873,86.936,43.817,0.0,0.0,0.0,19.872,64.8,Champion of Streetwise Boxing,
05aa6316219f11ee8d6b28c2dd2980ba,63,Seele,80,The Hunt,In the Night,80.0,4,8,8,8,3236.934,3215.817,1190.703,119.6,75.388,132.968,44.526,0.0,0.0,11.232,12.096,17.496,Genius of Brilliant Stars,Inert Salsotto
05aa6316219f11ee8d6b28c2dd2980ba,63,Sushang,75,The Hunt,Sleep Like the Dead,70.0,4,8,8,6,2697.225,2633.548,980.073,111.9,57.712,153.872,42.348,0.0,0.0,23.76,16.416,12.96,Champion of Streetwise Boxing,Inert Salsotto
05aa6316219f11ee8d6b28c2dd2980ba,63,Bronya,70,Harmony,But the Battle Isn't Over,70.0,3,8,8,6,3045.792,1538.889,1325.522,135.932,7.592,147.929,31.402,0.0,29.439,26.896,0.0,5.184,Eagle of Twilight Line,
05aa6316219f11ee8d6b28c2dd2980ba,63,Silver Wolf,75,Nihility,Incessant Rain,70.0,2,7,7,7,3146.574,2362.008,1002.387,134.432,41.029,89.528,39.017,0.0,0.0,3.888,63.232,23.328,Genius of Brilliant Stars,Pan-Galactic Commercial Enterprise
05aa6317219f11ee862028c2dd2980ba,61,Pela,70,Nihility,Before the Tutorial Mission Starts,70.0,3,5,5,5,2478.973,1735.276,1268.313,114.9,7.333,61.664,11.2,0.0,0.0,10.8,97.943,11.664,Musketeer of Wild Wheat,Pan-Galactic Commercial Enterprise
05aa6317219f11ee862028c2dd2980ba,61,Natasha,70,Abundance,Shared Feeling,70.0,3,5,3,3,3919.409,1320.641,1444.742,108.48,10.184,56.48,0.0,12.5,0.0,30.006,7.776,5.184,Musketeer of Wild Wheat,Fleet of the Ageless
05aa6317219f11ee862028c2dd2980ba,61,Serval,70,Erudition,The Seriousness of Breakfast,70.0,3,4,5,4,2584.511,2356.915,1153.499,104.0,18.418,54.147,10.0,0.0,0.0,13.677,32.097,17.626,Band of Sizzling Thunder,Space Sealing Station
05aa6317219f11ee862028c2dd2980ba,61,Tingyun,70,Harmony,Dance! Dance! Dance!,70.0,4,5,5,5,2406.817,2471.236,986.296,131.42,7.074,59.331,3.2,0.0,0.0,25.488,11.232,21.643,Musketeer of Wild Wheat,Fleet of the Ageless
05aa6318219f11ee929828c2dd2980ba,54,Yanqing,70,The Hunt,Swordplay,60.0,4,5,5,5,2634.265,2206.463,830.574,109.0,10.314,137.046,13.2,0.0,0.0,11.232,2.765,13.997,"Hunter of Glacial Forest, Musketeer of Wild Wheat",Celestial Differentiator
05aa6318219f11ee929828c2dd2980ba,54,Silver Wolf,70,Nihility,Before the Tutorial Mission Starts,60.0,4,7,5,5,2406.139,1989.868,823.452,127.126,11.156,55.832,13.2,0.0,0.0,0.0,84.883,11.016,Genius of Brilliant Stars,Pan-Galactic Commercial Enterprise
05aa6318219f11ee929828c2dd2980ba,54,Welt,66,Nihility,Good Night and Sleep Well,60.0,4,6,5,5,2196.069,1790.045,757.248,102.0,9.406,75.142,13.2,0.0,0.0,19.293,57.866,39.139,"Musketeer of Wild Wheat, Wastelander of Banditry Desert",Pan-Galactic Commercial Enterprise
05aa6318219f11ee929828c2dd2980ba,54,Seele,70,The Hunt,Cruising in the Stellar Sea,70.0,4,7,7,7,2366.62,2675.237,973.096,117.0,54.687,93.108,10.0,0.0,0.0,3.456,37.152,6.48,Genius of Brilliant Stars,Inert Salsotto
05aa6319219f11ee9c1828c2dd2980ba,60,Bronya,60,Harmony,Past and Future,60.0,3,5,5,3,2229.999,1146.369,958.165,109.926,7.333,103.304,3.2,0.0,0.0,18.342,0.0,14.126,Musketeer of Wild Wheat,Belobog of the Architects
05aa6319219f11ee9c1828c2dd2980ba,60,Bailu,60,Abundance,Perfect Timing,60.0,2,5,5,5,3228.315,1026.824,913.692,120.632,10.832,54.147,0.0,32.948,0.0,39.008,6.912,0.0,Passerby of Wandering Cloud,Fleet of the Ageless
05aa6319219f11ee9c1828c2dd2980ba,60,Seele,75,The Hunt,Cruising in the Stellar Sea,70.0,4,6,6,6,2287.55,2490.26,943.644,125.1,54.178,74.316,29.285,0.0,0.0,3.456,19.008,12.312,Genius of Brilliant Stars,Space Sealing Station
05aa6319219f11ee9c1828c2dd2980ba,60,Silver Wolf,67,Nihility,Before the Tutorial Mission Starts,60.0,2,6,6,6,2265.461,1474.185,725.016,126.726,38.242,54.666,29.285,0.0,0.0,7.776,67.885,22.032,Genius of Brilliant Stars,Space Sealing Station
05aa631a219f11eea71428c2dd2980ba,63,Himeko,80,Erudition,Before Dawn,80.0,2,9,10,9,3275.041,3579.129,981.466,103.2,48.964,198.104,71.28,0.0,0.0,19.008,12.96,11.664,"Firesmith of Lava-Forging, Musketeer of Wild Wheat",Inert Salsotto
05aa631a219f11eea71428c2dd2980ba,63,Trailblazer,70,Preservation,Trend of the Universal Market,80.0,3,6,6,8,3057.455,1118.3,2225.996,111.632,10.832,66.848,0.0,0.0,0.0,4.32,8.64,23.328,Knight of Purity Palace,Belobog of the Architects
05aa631a219f11eea71428c2dd2980ba,63,Seele,79,The Hunt,In the Night,70.0,2,8,8,7,2851.014,3079.194,931.295,129.4,69.332,87.146,48.88,0.0,0.0,15.552,14.688,0.0,Genius of Brilliant Stars,Space Sealing Station
05aa631b219f11ee87e728c2dd2980ba,58,Bailu,70,Abundance,Post-Op Conversation,70.0,2,4,5,5,4568.081,1070.044,936.787,101.6,11.48,64.515,0.0,33.003,8.0,22.637,19.872,0.0,Passerby of Wandering Cloud,Fleet of the Ageless
05aa631b219f11ee87e728c2dd2980ba,58,Seele,70,The Hunt,Only Silence Remains,70.0,4,8,8,7,2645.484,2830.695,794.962,115.0,12.063,121.62,30.653,0.0,0.0,11.232,8.208,0.0,Genius of Brilliant Stars,Space Sealing Station
05aa631b219f11ee87e728c2dd2980ba,58,Clara,70,Destruction,Day One of My New Life,70.0,2,4,6,6,2523.003,1547.159,1150.64,93.2,34.29,50.0,13.2,0.0,0.0,3.456,3.11,17.626,"Champion of Streetwise Boxing, Guard of Wuthering Snow",
