uid,name,element,level,cons,weapon
1ca051cb218411ee910128c2dd2980ba,Natasha,physical,70,1,Shared Feeling
1ca051cb218411ee910128c2dd2980ba,Silver Wolf,quantum,60,0,Before the Tutorial Mission Starts
1ca051cb218411ee910128c2dd2980ba,March 7th,ice,60,1,Day One of My New Life
1ca051cb218411ee910128c2dd2980ba,Serval,lightning,50,0,The Birth of the Self
1ca051cd218411eebf1e28c2dd2980ba,Trailblazer,physical,70,6,The Moles Welcome You
1ca051cd218411eebf1e28c2dd2980ba,Bailu,lightning,70,2,Quid Pro Quo
1ca051cd218411eebf1e28c2dd2980ba,Gepard,ice,70,0,Trend of the Universal Market
1ca051cd218411eebf1e28c2dd2980ba,Seele,quantum,70,0,In the Night
1ca051cd218411eebf1e28c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1ca051cd218411eebf1e28c2dd2980ba,Sushang,physical,70,1,Cruising in the Stellar Sea
1ca051cd218411eebf1e28c2dd2980ba,Tingyun,lightning,70,2,"Carve the Moon, Weave the Clouds"
1ca051cd218411eebf1e28c2dd2980ba,Natasha,physical,70,2,Post-Op Conversation
1c9f8e5c218411eebc2f28c2dd2980ba,Trailblazer,fire,69,5,Day One of My New Life
1c9f8e5c218411eebc2f28c2dd2980ba,Jing Yuan,lightning,69,1,Before Dawn
1c9f8e5c218411eebc2f28c2dd2980ba,Tingyun,lightning,69,0,Planetary Rendezvous
1c9f8e5c218411eebc2f28c2dd2980ba,Natasha,physical,69,3,Time Waits for No One
1c9f8e5c218411eebc2f28c2dd2980ba,Welt,imaginary,60,0,Loop
1c9f8e5c218411eebc2f28c2dd2980ba,Asta,fire,50,3,Meshing Cogs
1c9f8e5c218411eebc2f28c2dd2980ba,Himeko,fire,49,0,
1c9f8e5c218411eebc2f28c2dd2980ba,March 7th,ice,40,4,Shattered Home
1c9f8e5d218411eea2fe28c2dd2980ba,Trailblazer,fire,70,4,Trend of the Universal Market
1c9f8e5d218411eea2fe28c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1c9f8e5d218411eea2fe28c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1c9f8e5d218411eea2fe28c2dd2980ba,Welt,imaginary,70,0,Eyes of the Prey
1c9f8e5d218411eea2fe28c2dd2980ba,Tingyun,lightning,60,1,Past and Future
1c9f8e5d218411eea2fe28c2dd2980ba,Yanqing,ice,50,1,River Flows in Spring
1c9f8e5d218411eea2fe28c2dd2980ba,Natasha,physical,50,6,Post-Op Conversation
1c9f8e5d218411eea2fe28c2dd2980ba,Himeko,fire,40,0,The Birth of the Self
1c9f8e5e218411eea73d28c2dd2980ba,Trailblazer,fire,70,5,Day One of My New Life
1c9f8e5e218411eea73d28c2dd2980ba,Jing Yuan,lightning,70,0,Before Dawn
1c9f8e5e218411eea73d28c2dd2980ba,Clara,physical,70,0,Something Irreplaceable
1c9f8e5e218411eea73d28c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1c9f8e5e218411eea73d28c2dd2980ba,Tingyun,lightning,70,3,Planetary Rendezvous
1c9f8e5e218411eea73d28c2dd2980ba,Natasha,physical,70,6,Shared Feeling
1c9f8e5e218411eea73d28c2dd2980ba,Asta,fire,60,2,Past and Future
1c9f8e5e218411eea73d28c2dd2980ba,Dan Heng,wind,60,1,Swordplay
1c9f8e5f218411eeadf228c2dd2980ba,Trailblazer,physical,40,3,Collapsing Sky
1c9f8e5f218411eeadf228c2dd2980ba,Himeko,fire,40,0,Geniuses' Repose
1c9f8e5f218411eeadf228c2dd2980ba,Tingyun,lightning,40,0,Meshing Cogs
1c9f8e5f218411eeadf228c2dd2980ba,Serval,lightning,40,1,Sagacity
1c9f8e5f218411eeadf228c2dd2980ba,Asta,fire,40,0,Memories of the Past
1c9f8e5f218411eeadf228c2dd2980ba,Dan Heng,wind,40,2,Adversarial
1c9f8e5f218411eeadf228c2dd2980ba,March 7th,ice,40,0,Landau's Choice
1c9f8e5f218411eeadf228c2dd2980ba,Sushang,physical,20,0,Subscribe for More!
1c9f8e60218411ee84eb28c2dd2980ba,Seele,quantum,69,0,Cruising in the Stellar Sea
1c9f8e60218411ee84eb28c2dd2980ba,Natasha,physical,61,6,Post-Op Conversation
1c9f8e60218411ee84eb28c2dd2980ba,Trailblazer,fire,60,5,Day One of My New Life
1c9f8e60218411ee84eb28c2dd2980ba,Gepard,ice,60,0,Landau's Choice
1c9f8e60218411ee84eb28c2dd2980ba,Welt,imaginary,60,0,
1c9f8e60218411ee84eb28c2dd2980ba,Himeko,fire,60,0,
1c9f8e60218411ee84eb28c2dd2980ba,Tingyun,lightning,60,1,Dance! Dance! Dance!
1c9f8e60218411ee84eb28c2dd2980ba,Asta,fire,60,4,Planetary Rendezvous
1ca051ce218411eeba5428c2dd2980ba,Yanqing,ice,65,1,Cruising in the Stellar Sea
1ca051ce218411eeba5428c2dd2980ba,Jing Yuan,lightning,65,0,Before Dawn
1ca051ce218411eeba5428c2dd2980ba,Trailblazer,fire,60,5,Trend of the Universal Market
1ca051ce218411eeba5428c2dd2980ba,Bailu,lightning,60,0,Quid Pro Quo
1ca051ce218411eeba5428c2dd2980ba,Silver Wolf,quantum,60,0,Before the Tutorial Mission Starts
1ca051ce218411eeba5428c2dd2980ba,Sushang,physical,60,1,
1ca051ce218411eeba5428c2dd2980ba,Tingyun,lightning,60,3,Past and Future
1ca051ce218411eeba5428c2dd2980ba,Sampo,wind,60,1,Fermata
1c9f8e62218411ee99b028c2dd2980ba,Yanqing,ice,70,0,Only Silence Remains
1c9f8e62218411ee99b028c2dd2980ba,Seele,quantum,70,1,Cruising in the Stellar Sea
1c9f8e62218411ee99b028c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1c9f8e62218411ee99b028c2dd2980ba,Tingyun,lightning,70,1,But the Battle Isn't Over
1c9f8e62218411ee99b028c2dd2980ba,Natasha,physical,70,4,Time Waits for No One
1c9f8e62218411ee99b028c2dd2980ba,Trailblazer,fire,60,1,We Are Wildfire
1c9f8e62218411ee99b028c2dd2980ba,Asta,fire,60,3,Memories of the Past
1c9f8e62218411ee99b028c2dd2980ba,Pela,ice,50,6,
1ca051cf218411ee817028c2dd2980ba,Silver Wolf,quantum,65,0,Before the Tutorial Mission Starts
1ca051cf218411ee817028c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1ca051cf218411ee817028c2dd2980ba,Bailu,lightning,70,0,Warmth Shortens Cold Nights
1ca051cf218411ee817028c2dd2980ba,Clara,physical,70,0,On the Fall of an Aeon
1ca051cf218411ee817028c2dd2980ba,Himeko,fire,60,0,Make the World Clamor
1ca051cf218411ee817028c2dd2980ba,Trailblazer,fire,70,5,Day One of My New Life
1ca051cf218411ee817028c2dd2980ba,Tingyun,lightning,60,0,Dance! Dance! Dance!
1ca051cf218411ee817028c2dd2980ba,Natasha,physical,60,6,Cornucopia
1c9f8e64218411ee968728c2dd2980ba,Seele,quantum,70,0,In the Night
1c9f8e64218411ee968728c2dd2980ba,Himeko,fire,70,0,The Seriousness of Breakfast
1c9f8e64218411ee968728c2dd2980ba,Serval,lightning,70,6,Make the World Clamor
1c9f8e64218411ee968728c2dd2980ba,Trailblazer,physical,60,6,We Are Wildfire
1c9f8e64218411ee968728c2dd2980ba,Silver Wolf,quantum,60,0,Eyes of the Prey
1c9f8e64218411ee968728c2dd2980ba,Tingyun,lightning,60,1,Past and Future
1c9f8e64218411ee968728c2dd2980ba,Qingque,quantum,60,1,
1c9f8e64218411ee968728c2dd2980ba,Natasha,physical,60,4,Post-Op Conversation
1c9f8e65218411eeac9428c2dd2980ba,Trailblazer,fire,70,5,Landau's Choice
1c9f8e65218411eeac9428c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1c9f8e65218411eeac9428c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1c9f8e65218411eeac9428c2dd2980ba,Welt,imaginary,70,0,In the Name of the World
1c9f8e65218411eeac9428c2dd2980ba,Tingyun,lightning,70,2,"Carve the Moon, Weave the Clouds"
1c9f8e65218411eeac9428c2dd2980ba,Natasha,physical,70,2,Shared Feeling
1c9f8e65218411eeac9428c2dd2980ba,Himeko,fire,60,0,The Seriousness of Breakfast
1c9f8e65218411eeac9428c2dd2980ba,Hook,fire,60,4,On the Fall of an Aeon
1ca051d0218411eebcc428c2dd2980ba,Trailblazer,fire,70,5,Moment of Victory
1ca051d0218411eebcc428c2dd2980ba,Bailu,lightning,70,1,Time Waits for No One
1ca051d0218411eebcc428c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1ca051d0218411eebcc428c2dd2980ba,Silver Wolf,quantum,70,0,Incessant Rain
1ca051d0218411eebcc428c2dd2980ba,Welt,imaginary,70,2,In the Name of the World
1ca051d0218411eebcc428c2dd2980ba,Himeko,fire,70,0,Make the World Clamor
1ca051d0218411eebcc428c2dd2980ba,Natasha,physical,70,3,Shared Feeling
1ca051d0218411eebcc428c2dd2980ba,Pela,ice,60,5,We Will Meet Again
1ca051d1218411eea5a128c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1ca051d1218411eea5a128c2dd2980ba,Trailblazer,physical,60,6,Something Irreplaceable
1ca051d1218411eea5a128c2dd2980ba,Bailu,lightning,60,0,Post-Op Conversation
1ca051d1218411eea5a128c2dd2980ba,Bronya,wind,60,0,Past and Future
1ca051d1218411eea5a128c2dd2980ba,Silver Wolf,quantum,60,0,Before the Tutorial Mission Starts
1ca051d1218411eea5a128c2dd2980ba,Sushang,physical,60,2,Sleep Like the Dead
1ca051d1218411eea5a128c2dd2980ba,Tingyun,lightning,60,4,"Carve the Moon, Weave the Clouds"
1ca051d1218411eea5a128c2dd2980ba,Hook,fire,50,1,
1ca051d2218411ee881528c2dd2980ba,Seele,quantum,66,1,Cruising in the Stellar Sea
1ca051d2218411ee881528c2dd2980ba,Trailblazer,fire,60,5,Day One of My New Life
1ca051d2218411ee881528c2dd2980ba,Bronya,wind,60,0,Past and Future
1ca051d2218411ee881528c2dd2980ba,Himeko,fire,60,1,Make the World Clamor
1ca051d2218411ee881528c2dd2980ba,Sushang,physical,60,4,Swordplay
1ca051d2218411ee881528c2dd2980ba,Qingque,quantum,60,0,Night on the Milky Way
1ca051d2218411ee881528c2dd2980ba,Hook,fire,60,5,The Moles Welcome You
1ca051d2218411ee881528c2dd2980ba,Sampo,wind,60,1,Good Night and Sleep Well
1c9f8e69218411eea83328c2dd2980ba,Seele,quantum,70,0,In the Night
1c9f8e69218411eea83328c2dd2980ba,Trailblazer,fire,60,5,Amber
1c9f8e69218411eea83328c2dd2980ba,Clara,physical,60,0,On the Fall of an Aeon
1c9f8e69218411eea83328c2dd2980ba,Gepard,ice,60,0,Amber
1c9f8e69218411eea83328c2dd2980ba,Silver Wolf,quantum,60,0,Before the Tutorial Mission Starts
1c9f8e69218411eea83328c2dd2980ba,Sushang,physical,60,1,River Flows in Spring
1c9f8e69218411eea83328c2dd2980ba,Serval,lightning,60,1,Make the World Clamor
1c9f8e69218411eea83328c2dd2980ba,Asta,fire,60,1,Planetary Rendezvous
1c9f8e6a218411ee8ccc28c2dd2980ba,Jing Yuan,lightning,64,0,The Seriousness of Breakfast
1c9f8e6a218411ee8ccc28c2dd2980ba,Himeko,fire,62,1,Night on the Milky Way
1c9f8e6a218411ee8ccc28c2dd2980ba,Natasha,physical,62,1,Perfect Timing
1c9f8e6a218411ee8ccc28c2dd2980ba,Trailblazer,physical,61,6,On the Fall of an Aeon
1c9f8e6a218411ee8ccc28c2dd2980ba,Qingque,quantum,60,1,Geniuses' Repose
1c9f8e6a218411ee8ccc28c2dd2980ba,Herta,ice,60,4,Sagacity
1c9f8e6a218411ee8ccc28c2dd2980ba,Dan Heng,wind,60,2,Only Silence Remains
1c9f8e6a218411ee8ccc28c2dd2980ba,March 7th,ice,60,2,Trend of the Universal Market
1c9f8e6b218411ee8dcb28c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1c9f8e6b218411ee8dcb28c2dd2980ba,Bronya,wind,70,0,Past and Future
1c9f8e6b218411ee8dcb28c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1c9f8e6b218411ee8dcb28c2dd2980ba,Himeko,fire,70,0,Make the World Clamor
1c9f8e6b218411ee8dcb28c2dd2980ba,Tingyun,lightning,70,0,Memories of the Past
1c9f8e6b218411ee8dcb28c2dd2980ba,Qingque,quantum,70,1,The Seriousness of Breakfast
1c9f8e6b218411ee8dcb28c2dd2980ba,Natasha,physical,70,4,Perfect Timing
1c9f8e6b218411ee8dcb28c2dd2980ba,Asta,fire,66,3,Dance! Dance! Dance!
1ca051d3218411eebf6928c2dd2980ba,Clara,physical,70,0,On the Fall of an Aeon
1ca051d3218411eebf6928c2dd2980ba,Gepard,ice,70,1,Trend of the Universal Market
1ca051d3218411eebf6928c2dd2980ba,Seele,quantum,70,0,In the Night
1ca051d3218411eebf6928c2dd2980ba,Welt,imaginary,70,0,Good Night and Sleep Well
1ca051d3218411eebf6928c2dd2980ba,Yanqing,ice,40,0,River Flows in Spring
1ca051d3218411eebf6928c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1ca051d3218411eebf6928c2dd2980ba,Natasha,physical,70,4,Warmth Shortens Cold Nights
1ca051d3218411eebf6928c2dd2980ba,Trailblazer,physical,70,6,Under the Blue Sky
1ca051d4218411eead5328c2dd2980ba,Seele,quantum,70,0,River Flows in Spring
1ca051d4218411eead5328c2dd2980ba,Bronya,wind,66,1,Past and Future
1ca051d4218411eead5328c2dd2980ba,Bailu,lightning,69,0,Time Waits for No One
1ca051d4218411eead5328c2dd2980ba,Himeko,fire,60,0,Make the World Clamor
1ca051d4218411eead5328c2dd2980ba,Sushang,physical,68,0,Subscribe for More!
1ca051d4218411eead5328c2dd2980ba,Serval,lightning,70,1,Geniuses' Repose
1ca051d4218411eead5328c2dd2980ba,Dan Heng,wind,62,1,River Flows in Spring
1ca051d4218411eead5328c2dd2980ba,Natasha,physical,70,5,Perfect Timing
1ca051d5218411eeb84428c2dd2980ba,Trailblazer,fire,70,5,We Are Wildfire
1ca051d5218411eeb84428c2dd2980ba,Yanqing,ice,70,0,Subscribe for More!
1ca051d5218411eeb84428c2dd2980ba,Seele,quantum,70,1,Cruising in the Stellar Sea
1ca051d5218411eeb84428c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1ca051d5218411eeb84428c2dd2980ba,Serval,lightning,70,4,The Seriousness of Breakfast
1ca051d5218411eeb84428c2dd2980ba,Sushang,physical,69,1,River Flows in Spring
1ca051d5218411eeb84428c2dd2980ba,Gepard,ice,64,1,Day One of My New Life
1ca051d5218411eeb84428c2dd2980ba,Welt,imaginary,60,0,Resolution Shines As Pearls of Sweat
1ca051d6218411ee97a028c2dd2980ba,Bronya,wind,80,0,"Carve the Moon, Weave the Clouds"
1ca051d6218411ee97a028c2dd2980ba,Welt,imaginary,80,0,In the Name of the World
1ca051d6218411ee97a028c2dd2980ba,Seele,quantum,74,0,In the Night
1ca051d6218411ee97a028c2dd2980ba,Trailblazer,fire,72,4,Texture of Memories
1ca051d6218411ee97a028c2dd2980ba,Yanqing,ice,70,0,Only Silence Remains
1ca051d6218411ee97a028c2dd2980ba,Tingyun,lightning,70,0,Past and Future
1ca051d6218411ee97a028c2dd2980ba,Natasha,physical,70,5,Shared Feeling
1ca051d6218411ee97a028c2dd2980ba,Herta,ice,70,5,Make the World Clamor
1ca051d7218411eea9da28c2dd2980ba,Seele,quantum,67,1,Cruising in the Stellar Sea
1ca051d7218411eea9da28c2dd2980ba,Serval,lightning,65,5,Make the World Clamor
1ca051d7218411eea9da28c2dd2980ba,Trailblazer,fire,63,5,Trend of the Universal Market
1ca051d7218411eea9da28c2dd2980ba,Asta,fire,62,3,Planetary Rendezvous
1ca051d7218411eea9da28c2dd2980ba,Silver Wolf,quantum,61,0,Before the Tutorial Mission Starts
1ca051d7218411eea9da28c2dd2980ba,Natasha,physical,61,5,Post-Op Conversation
1ca051d7218411eea9da28c2dd2980ba,Tingyun,lightning,60,1,Memories of the Past
1ca051d7218411eea9da28c2dd2980ba,Dan Heng,wind,60,2,Only Silence Remains
1ca051d8218411eeb04928c2dd2980ba,Dan Heng,wind,70,1,Cruising in the Stellar Sea
1ca051d8218411eeb04928c2dd2980ba,Jing Yuan,lightning,70,0,The Seriousness of Breakfast
1ca051d8218411eeb04928c2dd2980ba,Gepard,ice,60,0,Texture of Memories
1ca051d8218411eeb04928c2dd2980ba,Trailblazer,fire,70,5,Trend of the Universal Market
1ca051d8218411eeb04928c2dd2980ba,Tingyun,lightning,70,2,Past and Future
1ca051d8218411eeb04928c2dd2980ba,Asta,fire,70,3,But the Battle Isn't Over
1ca051d8218411eeb04928c2dd2980ba,Natasha,physical,60,1,Quid Pro Quo
1ca051d8218411eeb04928c2dd2980ba,Sushang,physical,60,1,Only Silence Remains
1c9f8e72218411eebd5228c2dd2980ba,Trailblazer,physical,70,6,On the Fall of an Aeon
1c9f8e72218411eebd5228c2dd2980ba,Himeko,fire,70,1,The Seriousness of Breakfast
1c9f8e72218411eebd5228c2dd2980ba,Welt,imaginary,60,0,In the Name of the World
1c9f8e72218411eebd5228c2dd2980ba,Natasha,physical,60,4,Post-Op Conversation
1c9f8e72218411eebd5228c2dd2980ba,Serval,lightning,60,1,Make the World Clamor
1c9f8e72218411eebd5228c2dd2980ba,Dan Heng,wind,60,1,Only Silence Remains
1c9f8e72218411eebd5228c2dd2980ba,Tingyun,lightning,50,0,Past and Future
1c9f8e72218411eebd5228c2dd2980ba,Hook,fire,40,0,Shattered Home
1c9f8e73218411eea10528c2dd2980ba,Jing Yuan,lightning,70,0,The Birth of the Self
1c9f8e73218411eea10528c2dd2980ba,Gepard,ice,70,0,Moment of Victory
1c9f8e73218411eea10528c2dd2980ba,Seele,quantum,70,0,Cruising in the Stellar Sea
1c9f8e73218411eea10528c2dd2980ba,Tingyun,lightning,70,0,Past and Future
1c9f8e73218411eea10528c2dd2980ba,Natasha,physical,70,6,Post-Op Conversation
1c9f8e73218411eea10528c2dd2980ba,Trailblazer,fire,66,5,Trend of the Universal Market
1c9f8e73218411eea10528c2dd2980ba,Clara,physical,60,0,On the Fall of an Aeon
1c9f8e73218411eea10528c2dd2980ba,Sushang,physical,60,0,River Flows in Spring
1ca051d9218411eea0a228c2dd2980ba,Trailblazer,physical,70,6,The Moles Welcome You
1ca051d9218411eea0a228c2dd2980ba,Jing Yuan,lightning,70,0,The Seriousness of Breakfast
1ca051d9218411eea0a228c2dd2980ba,Gepard,ice,70,1,Texture of Memories
1ca051d9218411eea0a228c2dd2980ba,Seele,quantum,70,0,In the Night
1ca051d9218411eea0a228c2dd2980ba,Welt,imaginary,70,2,Resolution Shines As Pearls of Sweat
1ca051d9218411eea0a228c2dd2980ba,Natasha,physical,70,6,Perfect Timing
1ca051d9218411eea0a228c2dd2980ba,Silver Wolf,quantum,60,0,Before the Tutorial Mission Starts
1ca051d9218411eea0a228c2dd2980ba,Himeko,fire,60,0,Make the World Clamor
1c9f8e75218411eeb41928c2dd2980ba,Trailblazer,fire,70,5,We Are Wildfire
1c9f8e75218411eeb41928c2dd2980ba,Seele,quantum,70,1,In the Night
1c9f8e75218411eeb41928c2dd2980ba,Clara,physical,70,0,A Secret Vow
1c9f8e75218411eeb41928c2dd2980ba,Natasha,physical,70,5,Post-Op Conversation
1c9f8e75218411eeb41928c2dd2980ba,Tingyun,lightning,60,1,"Carve the Moon, Weave the Clouds"
1c9f8e75218411eeb41928c2dd2980ba,Herta,ice,70,4,The Birth of the Self
1c9f8e75218411eeb41928c2dd2980ba,Dan Heng,wind,70,3,Only Silence Remains
1c9f8e75218411eeb41928c2dd2980ba,Silver Wolf,quantum,50,0,Before the Tutorial Mission Starts
1c9f8e76218411ee85ee28c2dd2980ba,Welt,imaginary,70,0,In the Name of the World
1c9f8e76218411ee85ee28c2dd2980ba,Trailblazer,fire,70,4,Texture of Memories
1c9f8e76218411ee85ee28c2dd2980ba,Jing Yuan,lightning,70,1,The Seriousness of Breakfast
1c9f8e76218411ee85ee28c2dd2980ba,Clara,physical,60,0,Something Irreplaceable
1c9f8e76218411ee85ee28c2dd2980ba,Bronya,wind,60,0,But the Battle Isn't Over
1c9f8e76218411ee85ee28c2dd2980ba,Sushang,physical,60,2,Subscribe for More!
1c9f8e76218411ee85ee28c2dd2980ba,Natasha,physical,60,6,Perfect Timing
1c9f8e76218411ee85ee28c2dd2980ba,Asta,fire,60,2,"Carve the Moon, Weave the Clouds"
1ca051da218411ee905428c2dd2980ba,Trailblazer,fire,70,5,We Are Wildfire
1ca051da218411ee905428c2dd2980ba,Clara,physical,70,0,Something Irreplaceable
1ca051da218411ee905428c2dd2980ba,Seele,quantum,70,0,In the Night
1ca051da218411ee905428c2dd2980ba,Silver Wolf,quantum,70,0,Before the Tutorial Mission Starts
1ca051da218411ee905428c2dd2980ba,Himeko,fire,70,1,Geniuses' Repose
1ca051da218411ee905428c2dd2980ba,Tingyun,lightning,70,1,"Carve the Moon, Weave the Clouds"
1ca051da218411ee905428c2dd2980ba,Natasha,physical,70,3,Perfect Timing
1ca051da218411ee905428c2dd2980ba,Asta,fire,60,1,Dance! Dance! Dance!
1c9f8e78218411eeaaa228c2dd2980ba,Jing Yuan,lightning,70,0,The Birth of the Self
1c9f8e78218411eeaaa228c2dd2980ba,Natasha,physical,70,3,Time Waits for No One
1c9f8e78218411eeaaa228c2dd2980ba,Tingyun,lightning,64,3,Past and Future
1c9f8e78218411eeaaa228c2dd2980ba,Trailblazer,fire,60,1,We Are Wildfire
1c9f8e78218411eeaaa228c2dd2980ba,Welt,imaginary,60,0,Resolution Shines As Pearls of Sweat
1c9f8e78218411eeaaa228c2dd2980ba,Qingque,quantum,60,0,The Seriousness of Breakfast
1c9f8e78218411eeaaa228c2dd2980ba,Asta,fire,60,3,Memories of the Past
1c9f8e78218411eeaaa228c2dd2980ba,Arlan,lightning,60,0,On the Fall of an Aeon
1c9f8e79218411eea72c28c2dd2980ba,Trailblazer,physical,20,1,The Moles Welcome You
1c9f8e79218411eea72c28c2dd2980ba,Herta,ice,20,0,Sagacity
1c9f8e79218411eea72c28c2dd2980ba,Dan Heng,wind,20,0,Arrows
1c9f8e79218411eea72c28c2dd2980ba,March 7th,ice,5,0,Amber
1c9f8e79218411eea72c28c2dd2980ba,Tingyun,lightning,1,0,
1c9f8e79218411eea72c28c2dd2980ba,Qingque,quantum,1,0,
1c9f8e79218411eea72c28c2dd2980ba,Pela,ice,1,0,
1c9f8e79218411eea72c28c2dd2980ba,Serval,lightning,1,0,
1ca051db218411eead0e28c2dd2980ba,Seele,quantum,79,0,In the Night
1ca051db218411eead0e28c2dd2980ba,Silver Wolf,quantum,79,0,Before the Tutorial Mission Starts
1ca051db218411eead0e28c2dd2980ba,Welt,imaginary,79,0,Good Night and Sleep Well
1ca051db218411eead0e28c2dd2980ba,Trailblazer,fire,74,5,We Are Wildfire
1ca051db218411eead0e28c2dd2980ba,Tingyun,lightning,70,4,Dance! Dance! Dance!
1ca051db218411eead0e28c2dd2980ba,Hook,fire,70,6,On the Fall of an Aeon
1ca051db218411eead0e28c2dd2980ba,Natasha,physical,70,3,Warmth Shortens Cold Nights
1ca051db218411eead0e28c2dd2980ba,Dan Heng,wind,70,2,Sleep Like the Dead
1ca051dc218411eeaa1c28c2dd2980ba,Jing Yuan,lightning,70,0,Before Dawn
1ca051dc218411eeaa1c28c2dd2980ba,Seele,quantum,64,0,Cruising in the Stellar Sea
1ca051dc218411eeaa1c28c2dd2980ba,Bronya,wind,70,0,"Carve the Moon, Weave the Clouds"
1ca051dc218411eeaa1c28c2dd2980ba,Silver Wolf,quantum,65,0,Before the Tutorial Mission Starts
1ca051dc218411eeaa1c28c2dd2980ba,Trailblazer,fire,70,5,Day One of My New Life
1ca051dc218411eeaa1c28c2dd2980ba,Welt,imaginary,60,1,
1ca051dc218411eeaa1c28c2dd2980ba,Sushang,physical,70,4,Subscribe for More!
1ca051dc218411eeaa1c28c2dd2980ba,Natasha,physical,67,3,Shared Feeling
1c9f8e7c218411ee82ae28c2dd2980ba,Trailblazer,physical,70,6,Under the Blue Sky
1c9f8e7c218411ee82ae28c2dd2980ba,Gepard,ice,70,1,Amber
1c9f8e7c218411ee82ae28c2dd2980ba,Dan Heng,wind,70,4,Only Silence Remains
1c9f8e7c218411ee82ae28c2dd2980ba,Himeko,fire,68,0,The Seriousness of Breakfast
1c9f8e7c218411ee82ae28c2dd2980ba,Seele,quantum,60,0,Cruising in the Stellar Sea
1c9f8e7c218411ee82ae28c2dd2980ba,Welt,imaginary,60,0,Resolution Shines As Pearls of Sweat
1c9f8e7c218411ee82ae28c2dd2980ba,Natasha,physical,55,6,Time Waits for No One
1c9f8e7c218411ee82ae28c2dd2980ba,Pela,ice,53,1,Good Night and Sleep Well
1ca051dd218411ee9bf428c2dd2980ba,Seele,quantum,77,0,In the Night
1ca051dd218411ee9bf428c2dd2980ba,Silver Wolf,quantum,77,2,Incessant Rain
1ca051dd218411ee9bf428c2dd2980ba,Trailblazer,fire,70,5,This Is Me!
1ca051dd218411ee9bf428c2dd2980ba,Bailu,lightning,70,0,Time Waits for No One
1ca051dd218411ee9bf428c2dd2980ba,Jing Yuan,lightning,70,0,Before Dawn
1ca051dd218411ee9bf428c2dd2980ba,Bronya,wind,70,0,Past and Future
1ca051dd218411ee9bf428c2dd2980ba,Gepard,ice,68,0,Day One of My New Life
1ca051dd218411ee9bf428c2dd2980ba,Tingyun,lightning,67,1,Planetary Rendezvous
1ca051de218411ee977928c2dd2980ba,Jing Yuan,lightning,70,1,Before Dawn
1ca051de218411ee977928c2dd2980ba,Bailu,lightning,60,0,Time Waits for No One
1ca051de218411ee977928c2dd2980ba,Tingyun,lightning,60,6,Planetary Rendezvous
1ca051de218411ee977928c2dd2980ba,Natasha,physical,60,6,Cornucopia
1ca051de218411ee977928c2dd2980ba,Bronya,wind,70,1,"Carve the Moon, Weave the Clouds"
1ca051de218411ee977928c2dd2980ba,Gepard,ice,70,0,Moment of Victory
1ca051de218411ee977928c2dd2980ba,Serval,lightning,70,1,Make the World Clamor
1ca051de218411ee977928c2dd2980ba,Pela,ice,50,3,Hidden Shadow
1c9f8e7f218411ee885028c2dd2980ba,Seele,quantum,70,0,In the Night
1c9f8e7f218411ee885028c2dd2980ba,Trailblazer,fire,60,0,Landau's Choice
1c9f8e7f218411ee885028c2dd2980ba,Bailu,lightning,60,0,Shared Feeling
1c9f8e7f218411ee885028c2dd2980ba,Jing Yuan,lightning,60,1,The Birth of the Self
1c9f8e7f218411ee885028c2dd2980ba,Gepard,ice,60,0,Amber
1c9f8e7f218411ee885028c2dd2980ba,Hook,fire,60,5,The Moles Welcome You
1c9f8e7f218411ee885028c2dd2980ba,Natasha,physical,60,2,Post-Op Conversation
1c9f8e7f218411ee885028c2dd2980ba,Yanqing,ice,50,0,River Flows in Spring
1ca051df218411ee8b3328c2dd2980ba,Trailblazer,physical,80,6,On the Fall of an Aeon
1ca051df218411ee8b3328c2dd2980ba,Bailu,lightning,80,1,Quid Pro Quo
1ca051df218411ee8b3328c2dd2980ba,Seele,quantum,80,6,In the Night
1ca051df218411ee8b3328c2dd2980ba,Silver Wolf,quantum,80,1,Incessant Rain
1ca051df218411ee8b3328c2dd2980ba,Jing Yuan,lightning,70,1,Before Dawn
1ca051df218411ee8b3328c2dd2980ba,Bronya,wind,70,0,But the Battle Isn't Over
1ca051df218411ee8b3328c2dd2980ba,Tingyun,lightning,70,4,Dance! Dance! Dance!
